date,gate,Hu,Hd,delta_h,Qg,Qg_sgn,Qg_abs,flow_mean,flow_min,flow_max,flow_signed_evidence,level_range,flow_range,connect,log_qg_abs,hydraulic_gradient_abs,mix,res,mem,exchange_strength,direction,connect_rank_trainfit,exchange_rank_trainfit
2023-01-04,福田寺下（节）,,24.37375,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08000000000000185,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-05,福田寺下（节）,,24.38208333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.04999999999999716,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-05,新滩口闸,18.710384615384616,16.925416666666667,1.7849679487179486,224.0,224.0,224.0,117.5,0.0,224.0,0,3.7600000000000016,224.0,0.9972896794287559,5.41610040220442,0.10017834785932747,0.999516067908839,0.00475963826749167,199.20118287259865,241.8496794871795,outflow,0.8302900107411385,0.8668098818474759
2023-01-05,新堤大闸,24.4975,19.519583333333333,4.977916666666665,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,0.9816990771181264,0.0,0.22618111258252624,0.9775899573927584,10.0,0.0,49.779166666666654,neutral,0.6487647690655209,0.547798066595059
2023-01-06,新堤大闸,24.455416666666665,19.521666666666665,4.93375,0.0,0.0,0.0,0.0,0.0,0.0,0,4.979999999999997,0.0,0.9810533554560241,0.0,0.22437821709208924,0.9766918071813613,10.0,0.0,49.3375,neutral,0.6369495166487648,0.5359828141783028
2023-01-06,新滩口闸,18.7716,17.6975,1.0740999999999978,320.0,320.0,320.0,242.6,106.0,320.0,0,2.289999999999999,214.0,0.9992968802695249,5.771441123130016,0.058904658524358396,0.99994848144784,0.0031568978217405026,244.92955171540433,330.741,outflow,0.9194414607948442,0.9323308270676691
2023-01-06,福田寺下（节）,,24.391666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10999999999999943,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-07,新滩口闸,19.014,18.355,0.6589999999999989,332.0,332.0,332.0,328.32,320.0,332.0,0,0.75,12.0,0.9992291148689115,5.808142489980444,0.0352698742128569,0.9999477765500664,0.0034234851078397805,276.97515722607665,338.59,outflow,0.9151450053705693,0.9398496240601504
2023-01-07,新堤大闸,24.394583333333333,19.522916666666667,4.871666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,4.91,0.0,0.9801077700302189,0.0,0.2218553626600468,0.9753688860702762,10.0,0.0,48.71666666666666,neutral,0.631578947368421,0.5284640171858217
2023-01-07,福田寺下（节）,,24.403333333333336,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.09999999999999787,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-08,新堤大闸,24.344166666666666,19.52625,4.817916666666665,0.0,0.0,0.0,0.0,0.0,0.0,0,4.84,0.0,0.979251881648066,0.0,0.21964306761117747,0.9741638360604935,10.0,0.0,48.17916666666665,neutral,0.6251342642320086,0.5198711063372717
2023-01-08,新滩口闸,19.355999999999998,17.849166666666665,1.5068333333333328,480.0,480.0,480.0,228.53333333333333,0.0,480.0,0,5.969999999999999,480.0,0.9999797121212214,6.175867270105761,0.08100129026875529,0.9999997127758636,0.0026494745208866907,350.3726244169169,495.0683333333333,outflow,0.9871106337271751,0.9860365198711063
2023-01-08,福田寺下（节）,,24.385833333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08999999999999986,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-09,新滩口闸,19.238400000000002,17.92125,1.3171500000000016,303.0,303.0,303.0,255.56,240.0,303.0,0,1.8000000000000007,63.0,0.9991868000443779,5.717027701406222,0.07089140662565954,0.9999310633291352,0.00268985923070026,333.4415305301634,316.17150000000004,outflow,0.9097744360902256,0.920515574650913
2023-01-09,福田寺下（节）,,24.358333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.120000000000001,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-09,新堤大闸,24.314166666666665,19.5225,4.791666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0,4.829999999999998,0.0,0.9788208895449322,0.0,0.21861454405226005,0.9735543564953897,10.0,0.0,47.91666666666664,neutral,0.6219119226638024,0.5155746509129968
2023-01-10,福田寺下（节）,,24.339166666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.120000000000001,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-10,新堤大闸,24.254583333333333,19.519583333333333,4.734999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,4.77,0.0,0.9778604203658294,0.0,0.216337632180123,0.972189884515856,10.0,0.0,47.349999999999994,neutral,0.6143931256713212,0.5080558539205156
2023-01-10,新滩口闸,19.5728,18.232499999999998,1.3403000000000027,390.0,390.0,390.0,344.64,283.0,390.0,0,1.6600000000000001,107.0,0.9998597915365618,5.968707559985366,0.07090539840152593,0.9999950351392236,0.0025568908207619532,353.50713289935806,403.403,outflow,0.9634801288936627,0.9645542427497314
2023-01-11,新滩口闸,20.604814814814816,17.673750000000002,2.931064814814814,530.0,530.0,530.0,249.88888888888889,0.0,530.0,0,6.67,530.0,0.9999976115220607,6.274762021241939,0.1531439162283586,0.9999999822132344,0.002452382898716586,415.82496623195027,559.3106481481482,outflow,0.9989258861439313,0.9989258861439313
2023-01-11,新堤大闸,24.2075,19.521666666666665,4.685833333333335,0.0,0.0,0.0,0.0,0.0,0.0,0,4.719999999999999,0.0,0.9769926784971189,0.0,0.214311567139633,0.9709499296980328,10.0,0.0,46.85833333333335,neutral,0.6036519871106337,0.5005370569280344
2023-01-11,福田寺下（节）,,24.303749999999997,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.07000000000000028,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-12,新堤大闸,24.159583333333334,19.53291666666667,4.626666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0,4.670000000000002,0.0,0.9759043518824155,0.0,0.2117830957204815,0.9693854068127775,10.0,0.0,46.26666666666665,neutral,0.5853920515574651,0.48442534908700324
2023-01-12,福田寺下（节）,,24.289583333333336,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13000000000000256,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-12,新滩口闸,19.916800000000002,18.539583333333333,1.3772166666666692,410.0,410.0,410.0,395.76,391.0,410.0,0,2.240000000000002,19.0,0.9999087460785306,6.018593214496234,0.07162486306131957,0.9999973642667391,0.002255130421709389,413.7745653519794,423.7721666666667,outflow,0.9720730397422127,0.9709989258861439
2023-01-13,福田寺下（节）,,24.264583333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.05999999999999872,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-13,新滩口闸,19.678800000000003,18.294999999999998,1.3838000000000044,395.0,395.0,395.0,391.68,390.0,395.0,0,1.5500000000000007,5.0,0.9998774709651086,5.981414211254481,0.07288182521202403,0.9999958907699142,0.0022466861379465287,407.17908262118027,408.838,outflow,0.966702470461869,0.9688506981740065
2023-01-13,新堤大闸,24.12625,19.52541666666667,4.60083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,4.649999999999999,0.0,0.9754135646272494,0.0,0.21079759257160416,0.9686765569180138,10.0,0.0,46.008333333333304,neutral,0.5714285714285714,0.46938775510204084
2023-01-14,新滩口闸,19.5132,18.139166666666664,1.3740333333333368,392.0,392.0,392.0,320.36,277.0,392.0,0,1.6799999999999997,115.0,0.9998688747782987,5.973809611869261,0.07298522679927742,0.9999954640911539,0.002505637684790779,401.8536056035158,405.74033333333335,outflow,0.9645542427497314,0.9656283566058003
2023-01-14,福田寺下（节）,,24.27125,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08999999999999986,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-14,新堤大闸,24.102083333333336,19.51875,4.583333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0,4.66,0.0,0.975075573352886,0.0,0.2101442257265042,0.9681872165763706,10.0,0.0,45.83333333333336,neutral,0.5628356605800214,0.4607948442534909
2023-01-15,新堤大闸,24.024583333333336,19.515,4.509583333333335,0.0,0.0,0.0,0.0,0.0,0.0,0,4.599999999999998,0.0,0.9736007745537989,0.0,0.20714865788493658,0.966041058739123,10.0,0.0,45.09583333333335,neutral,0.5413533834586466,0.4414607948442535
2023-01-15,新滩口闸,19.3212,17.9375,1.383700000000001,280.0,280.0,280.0,268.24,260.0,280.0,0,1.5800000000000018,20.0,0.9987791178747237,5.638354669333745,0.07427526594995182,0.9998705541025571,0.00281083106905275,359.1381190840874,293.837,outflow,0.8915145005370569,0.9033297529538131
2023-01-15,福田寺下（节）,,24.208333333333332,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.120000000000001,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-16,新滩口闸,19.4448,18.057083333333335,1.387716666666666,297.0,297.0,297.0,287.84,259.0,297.0,0,1.6799999999999997,38.0,0.9991334928663298,5.697093486505405,0.07400783477054695,0.999922546790072,0.003095017022593624,337.36767288730965,310.87716666666665,outflow,0.907626208378088,0.9172932330827067
2023-01-16,福田寺下（节）,,24.171666666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.09999999999999787,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-16,新堤大闸,23.9875,19.51666666666667,4.470833333333331,0.0,0.0,0.0,0.0,0.0,0.0,0,4.489999999999998,0.0,0.9727921965718638,0.0,0.20553585876283753,0.9648570242987204,10.0,0.0,44.708333333333314,neutral,0.5316863587540279,0.42857142857142855
2023-01-17,新堤大闸,23.976249999999997,19.527083333333334,4.449166666666663,0.0,0.0,0.0,0.0,0.0,0.0,0,4.479999999999997,0.0,0.972329646854212,0.0,0.20454370372184322,0.9641774059260755,10.0,0.0,44.49166666666663,neutral,0.5177228786251342,0.4178302900107411
2023-01-17,福田寺下（节）,,24.146666666666665,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08000000000000185,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-17,新滩口闸,19.00583333333333,17.5525,1.4533333333333331,252.0,252.0,252.0,214.41666666666666,199.0,252.0,0,1.8200000000000003,53.0,0.9979800623757225,5.53338948872752,0.07950763184822619,0.9997183917489425,0.003617508742312794,307.4692551876924,266.5333333333333,outflow,0.8528464017185822,0.8904403866809882
2023-01-18,新滩口闸,19.30875,17.060416666666665,2.248333333333335,213.0,213.0,213.0,149.83333333333334,0.0,213.0,0,4.700000000000001,213.0,0.9976679357383624,5.365976015021851,0.12363952302236667,0.9995563943859229,0.003935458480913027,274.3908257770877,235.48333333333335,outflow,0.8421052631578947,0.8603651987110634
2023-01-18,新堤大闸,23.95875,19.5275,4.431249999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,4.459999999999997,0.0,0.9719413908850026,0.0,0.20380004236741298,0.963605680846301,10.0,0.0,44.312499999999986,neutral,0.5091299677765844,0.4070891514500537
2023-01-18,福田寺下（节）,,24.161666666666665,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.09999999999999787,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-19,新堤大闸,23.96166666666667,19.53125,4.43041666666667,0.0,0.0,0.0,0.0,0.0,0.0,0,4.449999999999999,0.0,0.9719232042812892,0.0,0.20373048314470452,0.9635788721257293,10.0,0.0,44.304166666666696,neutral,0.5080558539205156,0.40601503759398494
2023-01-19,新滩口闸,21.00375,15.887083333333335,5.116666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0,5.3100000000000005,0.0,0.9835902436403213,0.0,0.2773950017902368,0.9801946828706257,0.006447453255963895,178.32725046781633,51.16666666666666,neutral,0.6616541353383458,0.5585392051557465
2023-01-19,福田寺下（节）,,24.1725,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0799999999999983,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-20,福田寺下（节）,,24.14375,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10000000000000142,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-20,新滩口闸,21.2775,15.85875,5.418749999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,5.539999999999999,0.0,0.9870675650610359,0.0,0.2918307426392948,0.9848736907938556,0.014064697609001408,115.90139840190922,54.18749999999999,neutral,0.6788399570354458,0.5714285714285714
2023-01-20,新堤大闸,23.965416666666666,19.53,4.435416666666665,0.0,0.0,0.0,0.0,0.0,0.0,0,4.469999999999999,0.0,0.972032152432426,0.0,0.20394868253404394,0.9637394342014611,10.0,0.0,44.35416666666665,neutral,0.5112781954887218,0.4092373791621912
2023-01-21,福田寺下（节）,,24.096249999999998,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08999999999999986,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-21,新滩口闸,21.47083333333333,15.863333333333332,5.6075,0.0,0.0,0.0,0.0,0.0,0.0,0,5.8199999999999985,0.0,0.988859884002247,0.0,0.30039506437472036,0.9872217712050744,10.0,75.3311293961898,56.075,neutral,0.6885069817400644,0.5810955961331902
2023-01-21,新堤大闸,23.969166666666666,19.52541666666667,4.443749999999998,0.0,0.0,0.0,0.0,0.0,0.0,0,4.469999999999999,0.0,0.9722128208683464,0.0,0.20433577954331714,0.964005495040462,10.0,0.0,44.43749999999998,neutral,0.5134264232008593,0.4146079484425349
2023-01-22,新堤大闸,23.977500000000003,19.523333333333333,4.454166666666669,0.0,0.0,0.0,0.0,0.0,0.0,0,4.469999999999999,0.0,0.9724370625872605,0.0,0.20478533952443806,0.964335377298814,10.0,0.0,44.54166666666669,neutral,0.5220193340494093,0.41997851772287864
2023-01-22,新滩口闸,21.637916666666666,15.895000000000001,5.742916666666664,0.0,0.0,0.0,0.0,0.0,0.0,0,5.829999999999998,0.0,0.9899922104820416,0.0,0.3060202547886052,0.9886796588471729,10.0,48.96321495267098,57.429166666666646,neutral,0.6960257787325457,0.5853920515574651
2023-01-22,福田寺下（节）,,24.0825,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.09999999999999787,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-23,新堤大闸,23.982083333333335,19.520416666666666,4.46166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0,4.489999999999998,0.0,0.9725974268653604,0.0,0.20512230154792796,0.9645710526876501,10.0,0.0,44.616666666666696,neutral,0.527389903329753,0.4253490870032223
2023-01-23,新滩口闸,21.774583333333336,15.886250000000002,5.888333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0,5.969999999999999,0.0,0.9910814793749075,0.0,0.3127032781517521,0.990061453343895,10.0,31.825236684354085,58.88333333333334,neutral,0.7089151450053706,0.5929108485499462
2023-01-23,福田寺下（节）,,24.08458333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10999999999999943,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-24,新滩口闸,21.896666666666665,15.887083333333335,6.00958333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,6.08,0.0,0.9918992642786039,0.0,0.31810410640707837,0.9910843366033149,10.0,20.68604345353121,60.0958333333333,neutral,0.7142857142857143,0.59828141783029
2023-01-24,新堤大闸,23.944166666666664,19.5225,4.421666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0,4.489999999999998,0.0,0.9717315525246625,0.0,0.20345091088416037,0.9632962078383231,10.0,0.0,44.21666666666663,neutral,0.5069817400644469,0.40494092373791624
2023-01-24,福田寺下（节）,,24.076666666666668,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10000000000000142,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-25,新堤大闸,23.954166666666666,19.53708333333333,4.417083333333334,0.0,0.0,0.0,0.0,0.0,0.0,0,4.449999999999999,0.0,0.9716306571988778,0.0,0.2031251403538962,0.9631472875670001,10.0,0.0,44.17083333333334,neutral,0.505907626208378,0.4038668098818475
2023-01-25,新滩口闸,22.020833333333332,15.879583333333334,6.141249999999998,0.0,0.0,0.0,0.0,0.0,0.0,0,6.349999999999998,0.0,0.9927032301965987,0.0,0.3240729372417837,0.9920766987711679,10.0,13.445775983848412,61.41249999999998,neutral,0.7218045112781954,0.6036519871106337
2023-01-25,福田寺下（节）,,24.059583333333332,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.07000000000000028,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-26,新滩口闸,22.12875,15.89875,6.23,0.0,0.0,0.0,0.0,0.0,0.0,0,6.340000000000002,0.0,0.9931999362344026,0.0,0.3276575989661377,0.9926827314013965,10.0,8.739690060453382,62.300000000000004,neutral,0.7293233082706767,0.60687432867884
2023-01-26,福田寺下（节）,,24.075833333333332,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08999999999999986,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-26,新堤大闸,23.973333333333333,19.526666666666667,4.446666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0,4.469999999999999,0.0,0.9722757865831548,0.0,0.20444443504470025,0.9640981628334174,10.0,0.0,44.466666666666654,neutral,0.514500537056928,0.41568206229860366
2023-01-27,福田寺下（节）,,24.13,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10000000000000142,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-27,新滩口闸,22.235,15.8925,6.342499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,6.540000000000001,0.0,0.9937815701810482,0.0,0.3326994776631314,0.9933850021090983,10.0,5.680771360601967,63.425,neutral,0.7325456498388829,0.6090225563909775
2023-01-27,新堤大闸,23.977083333333336,19.528333333333332,4.448750000000004,0.0,0.0,0.0,0.0,0.0,0.0,0,4.489999999999998,0.0,0.9723206772071843,0.0,0.2045147540854989,0.964164210678894,10.0,0.0,44.48750000000004,neutral,0.5166487647690655,0.4167561761546724
2023-01-28,福田寺下（节）,,24.176666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.129999999999999,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-28,新堤大闸,23.978333333333335,19.522916666666667,4.455416666666668,0.0,0.0,0.0,0.0,0.0,0.0,0,4.479999999999997,0.0,0.9724638531500671,0.0,0.20484084764579502,0.9643747631503025,10.0,0.0,44.55416666666668,neutral,0.523093447905478,0.42105263157894735
2023-01-28,新滩口闸,22.342083333333335,15.888750000000002,6.453333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,6.5699999999999985,0.0,0.9943061961655669,0.0,0.33759834317335424,0.994011125308833,10.0,3.6924899014842474,64.53333333333333,neutral,0.7432867883995704,0.6122448979591837
2023-01-29,福田寺下（节）,,24.14708333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.07000000000000028,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-29,新堤大闸,23.97875,19.521666666666665,4.457083333333337,0.0,0.0,0.0,0.0,0.0,0.0,0,4.479999999999997,0.0,0.9724995345438447,0.0,0.20492139937718315,0.9644272111929412,10.0,0.0,44.57083333333337,neutral,0.5241675617615468,0.4221267454350161
2023-01-29,新滩口闸,22.236666666666665,16.463333333333335,5.77333333333333,93.0,93.0,93.0,51.90416666666667,0.0,93.0,0,6.52,93.0,0.9984664981155705,4.543294782270004,0.2983634643395279,0.9993198471146867,0.03215434083601286,34.95023577567154,150.7333333333333,outflow,0.8754027926960258,0.7604726100966702
2023-01-30,新滩口闸,21.585416666666664,16.824583333333333,4.760833333333331,84.5,84.5,84.5,78.5,71.7,84.5,0,5.099999999999998,12.799999999999997,0.9959244539464371,4.448516375942715,0.24789550041332103,0.9978183945265816,0.01687289088863892,52.29269557084782,132.1083333333333,outflow,0.7883995703544576,0.7465091299677766
2023-01-30,福田寺下（节）,,24.14125,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10999999999999943,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-30,新堤大闸,23.980833333333333,19.523333333333333,4.4575,0.0,0.0,0.0,0.0,0.0,0.0,0,4.489999999999998,0.0,0.9725084478698666,0.0,0.20492289068451416,0.9644403113528175,10.0,0.0,44.574999999999996,neutral,0.5252416756176155,0.42320085929108486
2023-01-31,福田寺下（节）,,24.123333333333335,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10000000000000142,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-01-31,新滩口闸,20.769583333333333,16.790000000000003,3.9795833333333306,71.1,71.1,71.1,65.21666666666667,59.6,71.1,0,4.440000000000001,11.499999999999993,0.9901038756973998,4.278054044290903,0.211907735296616,0.9934269004320364,0.012053033346725594,58.8752625612637,110.8958333333333,outflow,0.6970998925886144,0.7207303974221267
2023-01-31,新堤大闸,23.991249999999997,19.531666666666666,4.459583333333331,0.0,0.0,0.0,0.0,0.0,0.0,0,4.5,0.0,0.9725529724070127,0.0,0.2049303433663716,0.9645057411299515,10.0,0.0,44.59583333333331,neutral,0.5263157894736842,0.4242749731471536
2023-02-01,新堤大闸,24.00125,19.535416666666666,4.465833333333332,0.0,0.0,0.0,0.0,0.0,0.0,0,4.5,0.0,0.9726861259604189,0.0,0.20515273538843568,0.9647013219668805,10.0,0.0,44.658333333333324,neutral,0.5295381310418904,0.4264232008592911
2023-02-01,新滩口闸,19.799583333333334,16.716666666666665,3.0829166666666694,59.1,59.1,59.1,53.975,49.2,59.1,0,3.6099999999999994,9.899999999999999,0.9746261126057426,4.096009841541162,0.16885175765939336,0.9790373803710776,0.013953488372093025,58.95392074591216,89.9291666666667,outflow,0.5520945220193341,0.6885069817400644
2023-02-01,福田寺下（节）,,24.105,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15000000000000213,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-02-02,福田寺下（节）,,24.09,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.060000000000002274,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
2023-02-02,新堤大闸,24.00125,19.530833333333334,4.470416666666665,0.0,0.0,0.0,0.0,0.0,0.0,0,4.510000000000002,0.0,0.9727833726683678,0.0,0.20538490781849053,0.96484407490819,10.0,0.0,44.70416666666665,neutral,0.5306122448979592,0.42749731471535984
2023-02-02,新滩口闸,18.7168,16.6325,2.084299999999999,48.6,48.6,48.6,43.6,39.9,48.6,0,2.780000000000001,8.700000000000003,0.9333571399870494,3.903990833730882,0.11792594942893067,0.9311452974472268,0.01675041876046901,55.33004605647804,69.44299999999998,outflow,0.43823845327604727,0.6337271750805585
2023-02-03,福田寺下（节）,,24.08125,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.120000000000001,0.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,neutral,0.24060150375939848,0.24060150375939848
